Year,Match Number,Date,Stadium,City,Match,Match Details,Bowling Team,Total Runs Conceeded,Total Wicket for Team 1,Bowler Name,Overs,Maidens,Runs,Wickets,No Balls,Wides,Economies
2023,3rd Match,07-Oct-23,Himachal Pradesh Cricket Association Stadium, Dharamsala,Afghanistan vs Bangladesh,"3rd Match, Dharamsala, October 07, 2023,
ICC Cricket World Cup",Bangladesh,156,10,Shakib Al Hasan,8,0,30,3,0,0,3.8
2023,3rd Match,07-Oct-23,Himachal Pradesh Cricket Association Stadium, Dharamsala,Afghanistan vs Bangladesh,"3rd Match, Dharamsala, October 07, 2023,
ICC Cricket World Cup",Bangladesh,156,10,Mehidy Hasan Miraz,9,3,25,3,0,5,2.8
2023,3rd Match,07-Oct-23,Himachal Pradesh Cricket Association Stadium, Dharamsala,Afghanistan vs Bangladesh,"3rd Match, Dharamsala, October 07, 2023,
ICC Cricket World Cup",Bangladesh,156,10,Mahmudullah,1,0,7,0,0,0,7
2023,3rd Match,07-Oct-23,Himachal Pradesh Cricket Association Stadium, Dharamsala,Afghanistan vs Bangladesh,"3rd Match, Dharamsala, October 07, 2023,
ICC Cricket World Cup",Afghanistan,158,4,Fazalhaq Farooqi,5,0,19,1,0,2,3.8
2023,3rd Match,07-Oct-23,Himachal Pradesh Cricket Association Stadium, Dharamsala,Afghanistan vs Bangladesh,"3rd Match, Dharamsala, October 07, 2023,
ICC Cricket World Cup",Afghanistan,158,4,Mujeeb Ur Rahman,7,0,30,0,0,0,4.3
2023,3rd Match,07-Oct-23,Himachal Pradesh Cricket Association Stadium, Dharamsala,Afghanistan vs Bangladesh,"3rd Match, Dharamsala, October 07, 2023,
ICC Cricket World Cup",Afghanistan,158,4,Naveen-ul-Haq,5.4,0,31,1,1,1,5.5
2023,3rd Match,07-Oct-23,Himachal Pradesh Cricket Association Stadium, Dharamsala,Afghanistan vs Bangladesh,"3rd Match, Dharamsala, October 07, 2023,
ICC Cricket World Cup",Afghanistan,158,4,Rashid Khan,9,0,48,0,0,0,5.3
2023,3rd Match,07-Oct-23,Himachal Pradesh Cricket Association Stadium, Dharamsala,Afghanistan vs Bangladesh,"3rd Match, Dharamsala, October 07, 2023,
ICC Cricket World Cup",Afghanistan,158,4,Mohammad Nabi,6,1,18,0,0,1,3
2023,3rd Match,07-Oct-23,Himachal Pradesh Cricket Association Stadium, Dharamsala,Afghanistan vs Bangladesh,"3rd Match, Dharamsala, October 07, 2023,
ICC Cricket World Cup",Afghanistan,158,4,Azmatullah Omarzai,2,0,9,1,0,0,4.5
2023,4th Match ,07-Oct-23,Arun Jaitley Stadium, Delhi,South Africa vs Sri Lanka,"4th Match (D/N), Delhi, October 07, 2023,
ICC Cricket World Cup",Sri Lanka,428,5,Kasun Rajitha,10,1,90,1,0,2,9
2023,4th Match ,07-Oct-23,Arun Jaitley Stadium, Delhi,South Africa vs Sri Lanka,"4th Match (D/N), Delhi, October 07, 2023,
ICC Cricket World Cup",Sri Lanka,428,5,Dilshan Madushanka,10,0,86,2,1,3,8.6
2023,4th Match ,07-Oct-23,Arun Jaitley Stadium, Delhi,South Africa vs Sri Lanka,"4th Match (D/N), Delhi, October 07, 2023,
ICC Cricket World Cup",Sri Lanka,428,5,Dasun Shanaka,6,0,36,0,0,0,6
2023,4th Match ,07-Oct-23,Arun Jaitley Stadium, Delhi,South Africa vs Sri Lanka,"4th Match (D/N), Delhi, October 07, 2023,
ICC Cricket World Cup",Sri Lanka,428,5,Dhananjaya de Silva,4,0,39,0,0,1,9.8
2023,4th Match ,07-Oct-23,Arun Jaitley Stadium, Delhi,South Africa vs Sri Lanka,"4th Match (D/N), Delhi, October 07, 2023,
ICC Cricket World Cup",Sri Lanka,428,5,Matheesha Pathirana,10,0,95,1,0,13,9.5
2023,4th Match ,07-Oct-23,Arun Jaitley Stadium, Delhi,South Africa vs Sri Lanka,"4th Match (D/N), Delhi, October 07, 2023,
ICC Cricket World Cup",Sri Lanka,428,5,Dunith Wellalage,10,0,81,1,0,2,8.1
2023,4th Match ,07-Oct-23,Arun Jaitley Stadium, Delhi,South Africa vs Sri Lanka,"4th Match (D/N), Delhi, October 07, 2023,
ICC Cricket World Cup",South Africa,326,10,Lungi Ngidi,8,1,49,1,0,2,6.1
2023,4th Match ,07-Oct-23,Arun Jaitley Stadium, Delhi,South Africa vs Sri Lanka,"4th Match (D/N), Delhi, October 07, 2023,
ICC Cricket World Cup",South Africa,326,10,Marco Jansen,10,0,92,2,0,3,9.2
2023,4th Match ,07-Oct-23,Arun Jaitley Stadium, Delhi,South Africa vs Sri Lanka,"4th Match (D/N), Delhi, October 07, 2023,
ICC Cricket World Cup",South Africa,326,10,Kagiso Rabada,7.5,0,50,2,1,2,6.4
2023,4th Match ,07-Oct-23,Arun Jaitley Stadium, Delhi,South Africa vs Sri Lanka,"4th Match (D/N), Delhi, October 07, 2023,
ICC Cricket World Cup",South Africa,326,10,Keshav Maharaj,10,0,62,2,0,6,6.2
2023,4th Match ,07-Oct-23,Arun Jaitley Stadium, Delhi,South Africa vs Sri Lanka,"4th Match (D/N), Delhi, October 07, 2023,
ICC Cricket World Cup",South Africa,326,10,Gerald Coetzee,9,0,68,3,0,1,7.6
2023,5th Match ,08-Oct-23,MA Chidambaram Stadium, Chennai,Australia vs India,"5th Match (D/N), Chennai, October 08, 2023,
ICC Cricket World Cup",India,199,10,Jasprit Bumrah,10,0,35,2,0,4,3.5
2023,5th Match ,08-Oct-23,MA Chidambaram Stadium, Chennai,Australia vs India,"5th Match (D/N), Chennai, October 08, 2023,
ICC Cricket World Cup",India,199,10,Mohammed Siraj,6.3,1,26,1,0,2,4
2023,5th Match ,08-Oct-23,MA Chidambaram Stadium, Chennai,Australia vs India,"5th Match (D/N), Chennai, October 08, 2023,
ICC Cricket World Cup",India,199,10,Hardik Pandya,3,0,28,1,0,0,9.3
2023,5th Match ,08-Oct-23,MA Chidambaram Stadium, Chennai,Australia vs India,"5th Match (D/N), Chennai, October 08, 2023,
ICC Cricket World Cup",India,199,10,Ravichandran Ashwin,10,1,34,1,0,0,3.4
2023,5th Match ,08-Oct-23,MA Chidambaram Stadium, Chennai,Australia vs India,"5th Match (D/N), Chennai, October 08, 2023,
ICC Cricket World Cup",India,199,10,Kuldeep Yadav,10,0,42,2,0,0,4.2
2023,5th Match ,08-Oct-23,MA Chidambaram Stadium, Chennai,Australia vs India,"5th Match (D/N), Chennai, October 08, 2023,
ICC Cricket World Cup",India,199,10,Ravindra Jadeja,10,2,28,3,0,0,2.8
2023,5th Match ,08-Oct-23,MA Chidambaram Stadium, Chennai,Australia vs India,"5th Match (D/N), Chennai, October 08, 2023,
ICC Cricket World Cup",Australia,201,4,Mitchell Starc,8,0,31,1,0,3,3.9
2023,5th Match ,08-Oct-23,MA Chidambaram Stadium, Chennai,Australia vs India,"5th Match (D/N), Chennai, October 08, 2023,
ICC Cricket World Cup",Australia,201,4,Josh Hazlewood,9,1,38,3,0,1,4.2
2023,5th Match ,08-Oct-23,MA Chidambaram Stadium, Chennai,Australia vs India,"5th Match (D/N), Chennai, October 08, 2023,
ICC Cricket World Cup",Australia,201,4,Pat Cummins,6.2,0,33,0,1,1,5.2
2023,5th Match ,08-Oct-23,MA Chidambaram Stadium, Chennai,Australia vs India,"5th Match (D/N), Chennai, October 08, 2023,
ICC Cricket World Cup",Australia,201,4,Glenn Maxwell,8,0,33,0,0,0,4.1
2023,5th Match ,08-Oct-23,MA Chidambaram Stadium, Chennai,Australia vs India,"5th Match (D/N), Chennai, October 08, 2023,
ICC Cricket World Cup",Australia,201,4,Cameron Green,2,0,11,0,0,0,5.5
2023,5th Match ,08-Oct-23,MA Chidambaram Stadium, Chennai,Australia vs India,"5th Match (D/N), Chennai, October 08, 2023,
ICC Cricket World Cup",Australia,201,4,Adam Zampa,8,0,53,0,0,0,6.6
2023,6th Match ,09-Oct-23,Rajiv Gandhi International Stadium, Hyderabad,New Zealand vs Netherlands,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup",Netherlands,322,7,Aryan Dutt,10,2,62,2,0,5,6.2
2023,6th Match ,09-Oct-23,Rajiv Gandhi International Stadium, Hyderabad,New Zealand vs Netherlands,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup",Netherlands,322,7,Ryan Klein,7,1,41,0,0,3,5.9
2023,6th Match ,09-Oct-23,Rajiv Gandhi International Stadium, Hyderabad,New Zealand vs Netherlands,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup",Netherlands,322,7,Paul van Meekeren,9,0,59,2,1,0,6.6
2023,6th Match ,09-Oct-23,Rajiv Gandhi International Stadium, Hyderabad,New Zealand vs Netherlands,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup",Netherlands,322,7,Roelof van der Merwe,9,0,56,2,0,0,6.2
2023,6th Match ,09-Oct-23,Rajiv Gandhi International Stadium, Hyderabad,New Zealand vs Netherlands,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup",Netherlands,322,7,Colin Ackermann,4,0,28,0,0,0,7
2023,6th Match ,09-Oct-23,Rajiv Gandhi International Stadium, Hyderabad,New Zealand vs Netherlands,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup",Netherlands,322,7,Bas de Leede,10,0,64,1,1,0,6.4
2023,6th Match ,09-Oct-23,Rajiv Gandhi International Stadium, Hyderabad,New Zealand vs Netherlands,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup",Netherlands,322,7,Vikramjit Singh,1,0,9,0,0,0,9
2023,6th Match ,09-Oct-23,Rajiv Gandhi International Stadium, Hyderabad,New Zealand vs Netherlands,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup",New Zealand,223,10,Trent Boult,8,0,34,0,0,2,4.2
2023,6th Match ,09-Oct-23,Rajiv Gandhi International Stadium, Hyderabad,New Zealand vs Netherlands,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup",New Zealand,223,10,Matt Henry,8.3,0,40,3,0,0,4.7
2023,6th Match ,09-Oct-23,Rajiv Gandhi International Stadium, Hyderabad,New Zealand vs Netherlands,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup",New Zealand,223,10,Mitchell Santner,10,0,59,5,0,0,5.9
2023,6th Match ,09-Oct-23,Rajiv Gandhi International Stadium, Hyderabad,New Zealand vs Netherlands,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup",New Zealand,223,10,Lockie Ferguson,8,0,32,0,0,0,4
2023,6th Match ,09-Oct-23,Rajiv Gandhi International Stadium, Hyderabad,New Zealand vs Netherlands,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup",New Zealand,223,10,Rachin Ravindra,10,0,46,1,1,0,4.6
2023,6th Match ,09-Oct-23,Rajiv Gandhi International Stadium, Hyderabad,New Zealand vs Netherlands,"6th Match (D/N), Hyderabad, October 09, 2023,
ICC Cricket World Cup",New Zealand,223,10,Glenn Phillips,2,0,11,0,0,0,5.5
2023,7th Match,10-Oct-23,Himachal Pradesh Cricket Association Stadium, Dharamsala,England vs Bangladesh,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup",Bangladesh,364,9,Mustafizur Rahman,10,0,70,0,0,0,7
2023,7th Match,10-Oct-23,Himachal Pradesh Cricket Association Stadium, Dharamsala,England vs Bangladesh,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup",Bangladesh,364,9,Taskin Ahmed,6,0,38,1,0,2,6.3
2023,7th Match,10-Oct-23,Himachal Pradesh Cricket Association Stadium, Dharamsala,England vs Bangladesh,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup",Bangladesh,364,9,Shoriful Islam,10,0,75,3,0,1,7.5
2023,7th Match,10-Oct-23,Himachal Pradesh Cricket Association Stadium, Dharamsala,England vs Bangladesh,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup",Bangladesh,364,9,Mahedi Hasan,8,0,71,4,0,0,8.9
2023,7th Match,10-Oct-23,Himachal Pradesh Cricket Association Stadium, Dharamsala,England vs Bangladesh,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup",Bangladesh,364,9,Shakib Al Hasan,10,0,52,1,0,1,5.2
2023,7th Match,10-Oct-23,Himachal Pradesh Cricket Association Stadium, Dharamsala,England vs Bangladesh,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup",Bangladesh,364,9,Mehidy Hasan Miraz,6,0,55,0,0,0,9.2
2023,7th Match,10-Oct-23,Himachal Pradesh Cricket Association Stadium, Dharamsala,England vs Bangladesh,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup",England,227,10,Chris Woakes,8,0,49,2,0,0,6.1
2023,7th Match,10-Oct-23,Himachal Pradesh Cricket Association Stadium, Dharamsala,England vs Bangladesh,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup",England,227,10,Reece Topley,10,1,43,4,0,0,4.3
2023,7th Match,10-Oct-23,Himachal Pradesh Cricket Association Stadium, Dharamsala,England vs Bangladesh,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup",England,227,10,Sam Curran,7.2,0,47,1,0,2,6.4
2023,7th Match,10-Oct-23,Himachal Pradesh Cricket Association Stadium, Dharamsala,England vs Bangladesh,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup",England,227,10,Mark Wood,10,0,29,1,0,1,2.9
2023,7th Match,10-Oct-23,Himachal Pradesh Cricket Association Stadium, Dharamsala,England vs Bangladesh,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup",England,227,10,Adil Rashid,10,0,42,1,0,0,4.2
2023,7th Match,10-Oct-23,Himachal Pradesh Cricket Association Stadium, Dharamsala,England vs Bangladesh,"7th Match, Dharamsala, October 10, 2023,
ICC Cricket World Cup",England,227,10,Liam Livingstone,3,0,13,1,0,0,4.3
2023,8th Match ,10-Oct-23,Rajiv Gandhi International Stadium, Hyderabad,Sri Lanka vs Pakistan,"8th Match (D/N), Hyderabad, October 10, 2023,
ICC Cricket World Cup",Pakistan,344,9,Shaheen Afridi,9,0,66,1,0,4,7.3
2023,8th Match ,10-Oct-23,Rajiv Gandhi International Stadium, Hyderabad,Sri Lanka vs Pakistan,"8th Match (D/N), Hyderabad, October 10, 2023,
ICC Cricket World Cup",Pakistan,344,9,Hasan Ali,10,0,71,4,1,3,7.1
2023,8th Match ,10-Oct-23,Rajiv Gandhi International Stadium, Hyderabad,Sri Lanka vs Pakistan,"8th Match (D/N), Hyderabad, October 10, 2023,
ICC Cricket World Cup",Pakistan,344,9,Mohammad Nawaz,9,0,62,1,0,0,6.9
2023,8th Match ,10-Oct-23,Rajiv Gandhi International Stadium, Hyderabad,Sri Lanka vs Pakistan,"8th Match (D/N), Hyderabad, October 10, 2023,
ICC Cricket World Cup",Pakistan,344,9,Haris Rauf,10,0,64,2,0,1,6.4
2023,8th Match ,10-Oct-23,Rajiv Gandhi International Stadium, Hyderabad,Sri Lanka vs Pakistan,"8th Match (D/N), Hyderabad, October 10, 2023,
ICC Cricket World Cup",Pakistan,344,9,Shadab Khan,8,0,55,1,0,0,6.9
2023,8th Match ,10-Oct-23,Rajiv Gandhi International Stadium, Hyderabad,Sri Lanka vs Pakistan,"8th Match (D/N), Hyderabad, October 10, 2023,
ICC Cricket World Cup",Pakistan,344,9,Iftikhar Ahmed,4,0,22,0,0,1,5.5
2023,8th Match ,10-Oct-23,Rajiv Gandhi International Stadium, Hyderabad,Sri Lanka vs Pakistan,"8th Match (D/N), Hyderabad, October 10, 2023,
ICC Cricket World Cup",Sri Lanka,345,4,Maheesh Theekshana,10,0,59,1,0,5,5.9
2023,8th Match ,10-Oct-23,Rajiv Gandhi International Stadium, Hyderabad,Sri Lanka vs Pakistan,"8th Match (D/N), Hyderabad, October 10, 2023,
ICC Cricket World Cup",Sri Lanka,345,4,Dilshan Madushanka,9.2,0,60,2,1,2,6.4
2023,8th Match ,10-Oct-23,Rajiv Gandhi International Stadium, Hyderabad,Sri Lanka vs Pakistan,"8th Match (D/N), Hyderabad, October 10, 2023,
ICC Cricket World Cup",Sri Lanka,345,4,Dasun Shanaka,5,0,28,0,0,0,5.6
2023,8th Match ,10-Oct-23,Rajiv Gandhi International Stadium, Hyderabad,Sri Lanka vs Pakistan,"8th Match (D/N), Hyderabad, October 10, 2023,
ICC Cricket World Cup",Sri Lanka,345,4,Matheesha Pathirana,9,0,90,1,0,18,10
2023,8th Match ,10-Oct-23,Rajiv Gandhi International Stadium, Hyderabad,Sri Lanka vs Pakistan,"8th Match (D/N), Hyderabad, October 10, 2023,
ICC Cricket World Cup",Sri Lanka,345,4,Dunith Wellalage,10,0,62,0,0,0,6.2
2023,8th Match ,10-Oct-23,Rajiv Gandhi International Stadium, Hyderabad,Sri Lanka vs Pakistan,"8th Match (D/N), Hyderabad, October 10, 2023,
ICC Cricket World Cup",Sri Lanka,345,4,Dhananjaya de Silva,4,0,36,0,0,0,9
2023,8th Match ,10-Oct-23,Rajiv Gandhi International Stadium, Hyderabad,Sri Lanka vs Pakistan,"8th Match (D/N), Hyderabad, October 10, 2023,
ICC Cricket World Cup",Sri Lanka,345,4,Charith Asalanka,1,0,10,0,0,0,10
2023,9th Match ,11-Oct-23,Arun Jaitley Stadium, Delhi,Afghanistan vs India,"9th Match (D/N), Delhi, October 11, 2023,
ICC Cricket World Cup",India,272,8,Jasprit Bumrah,10,0,39,4,0,3,3.9
2023,9th Match ,11-Oct-23,Arun Jaitley Stadium, Delhi,Afghanistan vs India,"9th Match (D/N), Delhi, October 11, 2023,
ICC Cricket World Cup",India,272,8,Mohammed Siraj,9,0,76,0,0,1,8.4
2023,9th Match ,11-Oct-23,Arun Jaitley Stadium, Delhi,Afghanistan vs India,"9th Match (D/N), Delhi, October 11, 2023,
ICC Cricket World Cup",India,272,8,Shardul Thakur,6,0,31,1,1,1,5.2
2023,9th Match ,11-Oct-23,Arun Jaitley Stadium, Delhi,Afghanistan vs India,"9th Match (D/N), Delhi, October 11, 2023,
ICC Cricket World Cup",India,272,8,Kuldeep Yadav,10,0,40,1,0,0,4
2023,9th Match ,11-Oct-23,Arun Jaitley Stadium, Delhi,Afghanistan vs India,"9th Match (D/N), Delhi, October 11, 2023,
ICC Cricket World Cup",India,272,8,Ravindra Jadeja,8,0,38,0,1,0,4.8
2023,9th Match ,11-Oct-23,Arun Jaitley Stadium, Delhi,Afghanistan vs India,"9th Match (D/N), Delhi, October 11, 2023,
ICC Cricket World Cup",Afghanistan,273,2,Fazalhaq Farooqi,6,0,50,0,0,1,8.3
2023,9th Match ,11-Oct-23,Arun Jaitley Stadium, Delhi,Afghanistan vs India,"9th Match (D/N), Delhi, October 11, 2023,
ICC Cricket World Cup",Afghanistan,273,2,Mujeeb Ur Rahman,8,0,64,0,0,7,8
2023,9th Match ,11-Oct-23,Arun Jaitley Stadium, Delhi,Afghanistan vs India,"9th Match (D/N), Delhi, October 11, 2023,
ICC Cricket World Cup",Afghanistan,273,2,Naveen-ul-Haq,5,0,31,0,0,0,6.2
2023,9th Match ,11-Oct-23,Arun Jaitley Stadium, Delhi,Afghanistan vs India,"9th Match (D/N), Delhi, October 11, 2023,
ICC Cricket World Cup",Afghanistan,273,2,Azmatullah Omarzai,4,0,34,0,0,1,8.5
2023,9th Match ,11-Oct-23,Arun Jaitley Stadium, Delhi,Afghanistan vs India,"9th Match (D/N), Delhi, October 11, 2023,
ICC Cricket World Cup",Afghanistan,273,2,Mohammad Nabi,4,0,32,0,0,0,8
2023,9th Match ,11-Oct-23,Arun Jaitley Stadium, Delhi,Afghanistan vs India,"9th Match (D/N), Delhi, October 11, 2023,
ICC Cricket World Cup",Afghanistan,273,2,Rashid Khan,8,0,57,2,0,1,7.1
2023,10th Match ,12-Oct-23,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow,South Africa vs Australia,"10th Match (D/N), Lucknow, October 12, 2023,
ICC Cricket World Cup",Australia,311,7,Mitchell Starc,9,1,53,2,0,1,5.9
2023,10th Match ,12-Oct-23,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow,South Africa vs Australia,"10th Match (D/N), Lucknow, October 12, 2023,
ICC Cricket World Cup",Australia,311,7,Josh Hazlewood,9,0,60,1,0,3,6.7
2023,10th Match ,12-Oct-23,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow,South Africa vs Australia,"10th Match (D/N), Lucknow, October 12, 2023,
ICC Cricket World Cup",Australia,311,7,Glenn Maxwell,10,1,34,2,0,2,3.4
2023,10th Match ,12-Oct-23,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow,South Africa vs Australia,"10th Match (D/N), Lucknow, October 12, 2023,
ICC Cricket World Cup",Australia,311,7,Pat Cummins,9,0,71,1,0,0,7.9
2023,10th Match ,12-Oct-23,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow,South Africa vs Australia,"10th Match (D/N), Lucknow, October 12, 2023,
ICC Cricket World Cup",Australia,311,7,Adam Zampa,10,0,70,1,0,1,7
2023,10th Match ,12-Oct-23,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow,South Africa vs Australia,"10th Match (D/N), Lucknow, October 12, 2023,
ICC Cricket World Cup",Australia,311,7,Mitchell Marsh,1,0,6,0,0,0,6
2023,10th Match ,12-Oct-23,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow,South Africa vs Australia,"10th Match (D/N), Lucknow, October 12, 2023,
ICC Cricket World Cup",Australia,311,7,Marcus Stoinis,2,0,11,0,0,0,5.5
2023,10th Match ,12-Oct-23,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow,South Africa vs Australia,"10th Match (D/N), Lucknow, October 12, 2023,
ICC Cricket World Cup",South Africa,177,10,Lungi Ngidi,8,2,18,1,0,1,2.2
2023,10th Match ,12-Oct-23,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow,South Africa vs Australia,"10th Match (D/N), Lucknow, October 12, 2023,
ICC Cricket World Cup",South Africa,177,10,Marco Jansen,7,0,54,2,1,7,7.7
2023,10th Match ,12-Oct-23,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow,South Africa vs Australia,"10th Match (D/N), Lucknow, October 12, 2023,
ICC Cricket World Cup",South Africa,177,10,Kagiso Rabada,8,1,33,3,1,1,4.1
2023,10th Match ,12-Oct-23,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow,South Africa vs Australia,"10th Match (D/N), Lucknow, October 12, 2023,
ICC Cricket World Cup",South Africa,177,10,Keshav Maharaj,10,0,30,2,0,2,3
2023,10th Match ,12-Oct-23,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow,South Africa vs Australia,"10th Match (D/N), Lucknow, October 12, 2023,
ICC Cricket World Cup",South Africa,177,10,Tabraiz Shamsi,7.5,0,38,2,0,0,4.9
2023,11th Match ,13-Oct-23,MA Chidambaram Stadium, Chennai,Bangladesh vs New Zealand,"11th Match (D/N), Chennai, October 13, 2023,
ICC Cricket World Cup",New Zealand,245,9,Trent Boult,10,0,45,2,0,2,4.5
2023,11th Match ,13-Oct-23,MA Chidambaram Stadium, Chennai,Bangladesh vs New Zealand,"11th Match (D/N), Chennai, October 13, 2023,
ICC Cricket World Cup",New Zealand,245,9,Matt Henry,10,0,58,2,1,0,5.8
2023,11th Match ,13-Oct-23,MA Chidambaram Stadium, Chennai,Bangladesh vs New Zealand,"11th Match (D/N), Chennai, October 13, 2023,
ICC Cricket World Cup",New Zealand,245,9,Lockie Ferguson,10,0,49,3,2,2,4.9
2023,11th Match ,13-Oct-23,MA Chidambaram Stadium, Chennai,Bangladesh vs New Zealand,"11th Match (D/N), Chennai, October 13, 2023,
ICC Cricket World Cup",New Zealand,245,9,Mitchell Santner,10,1,31,1,0,0,3.1
2023,11th Match ,13-Oct-23,MA Chidambaram Stadium, Chennai,Bangladesh vs New Zealand,"11th Match (D/N), Chennai, October 13, 2023,
ICC Cricket World Cup",New Zealand,245,9,Glenn Phillips,2,0,13,1,1,0,6.5
2023,11th Match ,13-Oct-23,MA Chidambaram Stadium, Chennai,Bangladesh vs New Zealand,"11th Match (D/N), Chennai, October 13, 2023,
ICC Cricket World Cup",New Zealand,245,9,Rachin Ravindra,7,0,37,0,0,0,5.3
2023,11th Match ,13-Oct-23,MA Chidambaram Stadium, Chennai,Bangladesh vs New Zealand,"11th Match (D/N), Chennai, October 13, 2023,
ICC Cricket World Cup",New Zealand,245,9,Daryl Mitchell,1,0,11,0,0,0,11
2023,11th Match ,13-Oct-23,MA Chidambaram Stadium, Chennai,Bangladesh vs New Zealand,"11th Match (D/N), Chennai, October 13, 2023,
ICC Cricket World Cup",Bangladesh,248,2,Mustafizur Rahman,8,0,36,1,0,3,4.5
2023,11th Match ,13-Oct-23,MA Chidambaram Stadium, Chennai,Bangladesh vs New Zealand,"11th Match (D/N), Chennai, October 13, 2023,
ICC Cricket World Cup",Bangladesh,248,2,Shoriful Islam,7.5,1,43,0,0,3,5.5
2023,11th Match ,13-Oct-23,MA Chidambaram Stadium, Chennai,Bangladesh vs New Zealand,"11th Match (D/N), Chennai, October 13, 2023,
ICC Cricket World Cup",Bangladesh,248,2,Taskin Ahmed,8,0,56,0,0,3,7
2023,11th Match ,13-Oct-23,MA Chidambaram Stadium, Chennai,Bangladesh vs New Zealand,"11th Match (D/N), Chennai, October 13, 2023,
ICC Cricket World Cup",Bangladesh,248,2,Shakib Al Hasan,10,0,54,1,0,0,5.4
2023,11th Match ,13-Oct-23,MA Chidambaram Stadium, Chennai,Bangladesh vs New Zealand,"11th Match (D/N), Chennai, October 13, 2023,
ICC Cricket World Cup",Bangladesh,248,2,Mehidy Hasan Miraz,9,0,58,0,0,1,6.4
2023,12th Match ,14-Oct-23,Narendra Modi Stadium, Ahmedabad,Pakistan vs India,"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup",India,191,10,Jasprit Bumrah,7,1,19,2,0,1,2.7
2023,12th Match ,14-Oct-23,Narendra Modi Stadium, Ahmedabad,Pakistan vs India,"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup",India,191,10,Mohammed Siraj,8,0,50,2,0,0,6.2
2023,12th Match ,14-Oct-23,Narendra Modi Stadium, Ahmedabad,Pakistan vs India,"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup",India,191,10,Hardik Pandya,6,0,34,2,0,0,5.7
2023,12th Match ,14-Oct-23,Narendra Modi Stadium, Ahmedabad,Pakistan vs India,"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup",India,191,10,Kuldeep Yadav,10,0,35,2,0,0,3.5
2023,12th Match ,14-Oct-23,Narendra Modi Stadium, Ahmedabad,Pakistan vs India,"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup",India,191,10,Ravindra Jadeja,9.5,0,38,2,0,0,3.9
2023,12th Match ,14-Oct-23,Narendra Modi Stadium, Ahmedabad,Pakistan vs India,"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup",India,191,10,Shardul Thakur,2,0,12,0,0,0,6
2023,12th Match ,14-Oct-23,Narendra Modi Stadium, Ahmedabad,Pakistan vs India,"12th Match (D/N), Ahmedabad, October 14, 2023,
ICC Cricket World Cup",Pakistan,192,3,Shaheen Afridi,6,0,36,2,0,1,6
